id,title_english,title_romaji,title_native,format,status,episodes,season,season_year,average_score,mean_score,popularity,favourites,genres,tags,tag_categories,sp_tags,main_studio,prequel_id,sequel_id
16498,Attack on Titan,Shingeki no Kyojin,進撃の巨人,TV,FINISHED,25,SPRING,2013,85,85,992966,78825,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Post-Apocalyptic|Primarily Teen Cast|Male Protagonist|Gore|Steampunk|Swordplay|Dystopian|Vore|Ensemble Cast|Orphan|Kuudere|Shounen|Coming of Age|Survival|Medieval|Time Skip|Rural|Primarily Male Cast|Adoption,Theme-Fantasy|Theme-Drama|Theme-Other-Organisations|Setting-Universe|Cast-Main Cast|Cast-Main Cast|Theme-Other|Theme-Fantasy|Theme-Action|Setting-Time|Sexual Content|Cast-Main Cast|Cast-Traits|Cast-Traits|Demographic|Theme-Drama|Theme-Other|Setting-Time|Setting-Time|Setting-Scene|Cast-Main Cast|Theme-Other,Tragedy|Super Power|Henshin|Memory Manipulation|Cannibalism|Espionage|Suicide|Amnesia,WIT STUDIO,20811,20958
101922,Demon Slayer: Kimetsu no Yaiba,Kimetsu no Yaiba,鬼滅の刃,TV,FINISHED,26,SPRING,2019,83,83,939904,56543,Action|Adventure|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Cast-Traits|Demographic|Theme-Action|Cast-Main Cast|Cast-Traits|Theme-Drama|Cast-Main Cast|Theme-Other|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Other|Technical|Cast-Main Cast|Theme-Fantasy|Setting-Scene|Setting-Time|Technical|Theme-Other|Theme-Fantasy|Theme-Fantasy|Theme-Other|Setting-Time|Theme-Other|Theme-Arts,,ufotable,,112151|129874
113415,JUJUTSU KAISEN,Jujutsu Kaisen,呪術廻戦,TV,FINISHED,24,FALL,2020,84,84,907495,64495,Action|Drama|Supernatural,Urban Fantasy|Shounen|Curses|Super Power|Youkai|Male Protagonist|Primarily Teen Cast|Exorcism|Dissociative Identities|Demons|Orphan|Urban|Body Horror|Primarily Male Cast|Magic|Martial Arts|Ensemble Cast|Gore|Swordplay|Anthropomorphism|School|Boarding School|Rotoscoping|Slapstick|Mythology|Archery|Twins|Surreal Comedy|Baseball,Setting-Universe|Demographic|Theme-Fantasy|Theme-Fantasy|Theme-Fantasy|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Cast-Traits|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Other|Cast-Main Cast|Theme-Fantasy|Theme-Action|Cast-Main Cast|Theme-Other|Theme-Action|Cast-Traits|Setting-Scene|Setting-Scene|Technical|Theme-Comedy|Theme-Fantasy|Theme-Action|Cast-Traits|Theme-Comedy|Theme-Game-Sport,Shapeshifting|Tragedy,MAPPA,131573,145064
1535,Death Note,DEATH NOTE,DEATH NOTE,TV,FINISHED,37,FALL,2006,84,84,904908,60585,Mystery|Psychological|Supernatural|Thriller,Crime|Detective|Anti-Hero|Fugitive|Male Protagonist|Police|Philosophy|Primarily Adult Cast|Gods|Urban Fantasy|Primarily Male Cast|Urban|Unrequited Love|Shounen|Espionage|Yandere|Assassins|Acting|Time Skip|Asexual|Achronological Order,Theme-Other|Cast-Traits|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Other-Organisations|Theme-Other|Cast-Main Cast|Cast-Traits|Setting-Universe|Cast-Main Cast|Setting-Scene|Theme-Romance|Demographic|Theme-Action|Cast-Traits|Theme-Other-Organisations|Theme-Arts|Setting-Time|Cast-Traits|Setting-Time,Memory Manipulation|Amnesia|Kuudere|Tragedy|Suicide,MADHOUSE,,
21459,My Hero Academia,Boku no Hero Academia,僕のヒーローアカデミア,TV,FINISHED,13,SPRING,2016,77,77,829565,32395,Action|Adventure|Comedy,Super Power|Superhero|Shounen|Primarily Teen Cast|Male Protagonist|School|Urban Fantasy|Crime|Ensemble Cast|Rescue|Bullying|Primarily Male Cast|Cultivation|Prison,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Setting-Universe|Theme-Other|Cast-Main Cast|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Fantasy|Setting-Scene,,bones,,21856
11061,Hunter x Hunter (2011),HUNTER×HUNTER (2011),HUNTER×HUNTER (2011),TV,FINISHED,148,FALL,2011,89,89,794978,91487,Action|Adventure|Fantasy,Shounen|Super Power|Male Protagonist|Travel|Ensemble Cast|Martial Arts|Primarily Male Cast|Philosophy|Anthropomorphism|Primarily Teen Cast|Coming of Age|Criminal Organization|Crime|Urban Fantasy|Environmental|Assassins|Mafia|Anti-Hero|Card Battle|Gangs|Shogi|Gore|Animals|Video Games|Board Game|Yandere,Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Other|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Other|Cast-Traits|Cast-Main Cast|Theme-Drama|Theme-Other-Organisations|Theme-Other|Setting-Universe|Theme-Other|Theme-Other-Organisations|Theme-Other-Organisations|Cast-Main Cast|Theme-Game-Card & Board Game|Theme-Other-Organisations|Theme-Game-Card & Board Game|Theme-Other|Theme-Other|Theme-Game|Theme-Game|Cast-Traits,Tragedy|Revenge|Chimera|Virtual World|Body Horror|Transgender|Amnesia,MADHOUSE,,
21087,One-Punch Man,One Punch Man,ワンパンマン,TV,FINISHED,12,FALL,2015,83,83,732340,31528,Action|Comedy|Sci-Fi|Supernatural,Superhero|Super Power|Parody|Male Protagonist|Satire|Surreal Comedy|Urban Fantasy|Urban|Cyborg|Primarily Adult Cast|Kaiju|Seinen|Aliens|Cultivation|Anthropomorphism|Primarily Male Cast|Martial Arts|Demons|Henshin,Theme-Fantasy|Theme-Fantasy|Theme-Comedy|Cast-Main Cast|Theme-Comedy|Theme-Comedy|Setting-Universe|Setting-Scene|Cast-Traits|Cast-Main Cast|Theme-Fantasy|Demographic|Cast-Traits|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Theme-Action|Cast-Traits|Theme-Fantasy,Gods,MADHOUSE,21386,97668
20605,Tokyo Ghoul,Tokyo Ghoul,東京喰種 トーキョーグール,TV,FINISHED,12,SUMMER,2014,76,76,701714,25207,Action|Drama|Horror|Mystery|Psychological|Supernatural,Gore|Urban Fantasy|Survival|Body Horror|Male Protagonist|Henshin|Seinen|Anti-Hero|Coming of Age|Cannibalism|Urban|Police|Detective|Crime|Primarily Adult Cast|Mythology|College|Heterosexual|Femboy,Theme-Other|Setting-Universe|Theme-Other|Theme-Other|Cast-Main Cast|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Drama|Theme-Other|Setting-Scene|Theme-Other-Organisations|Cast-Traits|Theme-Other|Cast-Main Cast|Theme-Fantasy|Setting-Scene|Theme-Romance|Cast-Traits,Tragedy|Human Experimentation|Torture|Military|Terrorism,Studio Pierrot,21326|21132,20850
21,ONE PIECE,ONE PIECE,ONE PIECE,TV,RELEASING,,FALL,1999,87,87,697881,102166,Action|Adventure|Comedy|Drama|Fantasy,Pirates|Travel|Shounen|Ensemble Cast|Super Power|Found Family|Male Protagonist|Conspiracy|Ships|Slapstick|Politics|War|Dystopian|Fugitive|Crime|Lost Civilization|Swordplay|Monster Boy|Anthropomorphism|Shapeshifting|Cyborg|Food|Primarily Adult Cast|Animals|Anti-Hero|Skeleton|Medicine|Samurai|Anachronism|Guns|Robots|Desert|Post-Apocalyptic|Indigenous Cultures|Kuudere|Drugs|Asexual|Monster Girl|Fairy|Nudity|Assassins|Battle Royale|Adoption|Demons|Mermaid|Ninja|Aromantic|Kabuki|Musical Theater|Gender Bending|Clone|Angels|Zombie|Trains|Unrequited Love|Blackmail,Cast-Traits|Theme-Other|Demographic|Cast-Main Cast|Theme-Fantasy|Theme-Other|Cast-Main Cast|Theme-Drama|Theme-Other-Vehicle|Theme-Comedy|Theme-Other|Theme-Other|Setting-Time|Theme-Action|Theme-Other|Theme-Other|Theme-Action|Cast-Traits|Cast-Traits|Theme-Fantasy|Cast-Traits|Theme-Arts|Cast-Main Cast|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Other|Cast-Traits|Setting-Time|Theme-Action|Cast-Traits|Setting-Scene|Setting-Universe|Theme-Other|Cast-Traits|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other-Organisations|Theme-Action|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Arts|Theme-Arts-Music|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other-Vehicle|Theme-Romance|Theme-Other,Tragedy|Time Skip|Slavery|Gods|Henshin|Philosophy|Prison|Espionage|Dragons|Marriage|Artificial Intelligence|Revenge|Time Manipulation|Dinosaurs|Arranged Marriage,Toei Animation,167404,
20958,Attack on Titan Season 2,Shingeki no Kyojin Season 2,進撃の巨人 Season２,TV,FINISHED,12,SPRING,2017,85,85,695990,20282,Action|Drama|Fantasy|Mystery,Survival|Post-Apocalyptic|Shapeshifting|Military|Kaiju|Dystopian|Primarily Teen Cast|Gore|Revenge|Politics|Henshin|Medieval|Ensemble Cast|Super Power|Shounen|Male Protagonist|Dissociative Identities|Coming of Age|Steampunk|Cannibalism|Kuudere|Primarily Male Cast|CGI|Swordplay|Primarily Adult Cast|Unrequited Love|Rural,Theme-Other|Setting-Universe|Theme-Fantasy|Theme-Other-Organisations|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Other|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Fantasy|Demographic|Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Fantasy|Theme-Other|Cast-Traits|Cast-Main Cast|Technical|Theme-Action|Cast-Main Cast|Theme-Romance|Setting-Scene,Tragedy|Espionage|Anti-Hero|Cult|Yuri|Matriarchy,WIT STUDIO,16498,99147
5114,Fullmetal Alchemist: Brotherhood,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,FINISHED,64,SPRING,2009,90,90,688590,67665,Action|Adventure|Drama|Fantasy,Alchemy|Military|War|Shounen|Politics|Male Protagonist|Philosophy|Ensemble Cast|Coming of Age|Super Power|Steampunk|Cyborg|Revenge|Disability|Necromancy|Travel|Anachronism|Religion|Primarily Male Cast|Orphan|Body Horror|Slapstick|Urban Fantasy|Kuudere|Tomboy|Shapeshifting|Guns|Chibi|Swordplay|Adoption|Trains|Heterosexual|Desert|Tanned Skin|Tsundere|Crossdressing|Snowscape,Theme-Fantasy|Theme-Other-Organisations|Theme-Other|Demographic|Theme-Other|Cast-Main Cast|Theme-Other|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Theme-Fantasy|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Fantasy|Theme-Other|Setting-Time|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Other|Theme-Comedy|Setting-Universe|Cast-Traits|Cast-Traits|Theme-Fantasy|Theme-Action|Theme-Other|Theme-Action|Theme-Other|Theme-Other-Vehicle|Theme-Romance|Setting-Scene|Cast-Traits|Cast-Traits|Cast-Traits|Setting-Scene,Conspiracy|Tragedy|Fugitive|Foreign|Gods|Lost Civilization|Chimera|Dissociative Identities|Gore|Demons|Cannibalism|Vore,bones,,
20,Naruto,NARUTO,NARUTO -ナルト-,TV,FINISHED,220,FALL,2002,80,80,684540,39508,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Coming of Age|Male Protagonist|Orphan|Super Power|Martial Arts|Found Family|Primarily Child Cast|Ensemble Cast|Battle Royale|Bullying|Slapstick|Primarily Teen Cast|Achronological Order|Anachronism|Heterosexual|Unrequited Love|Travel|Gender Bending|School|Assassins|Love Triangle,Cast-Traits|Demographic|Theme-Drama|Cast-Main Cast|Cast-Traits|Theme-Fantasy|Theme-Action|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Action|Theme-Drama|Theme-Comedy|Cast-Main Cast|Setting-Time|Setting-Time|Theme-Romance|Theme-Romance|Theme-Other|Theme-Other|Setting-Scene|Theme-Other-Organisations|Theme-Romance,Revenge|Necromancy|Criminal Organization|Shapeshifting|Philosophy|Kaiju|Estranged Family|Death Game|Anthropomorphism|Gambling,Studio Pierrot,,1735
11757,Sword Art Online,Sword Art Online,ソードアート・オンライン,TV,FINISHED,25,SUMMER,2012,70,70,681860,24937,Action|Adventure|Fantasy|Romance,Virtual World|Video Games|Male Protagonist|Swordplay|Primarily Teen Cast|Heterosexual|Isekai|Urban Fantasy|Primarily Female Cast|Female Harem|Artificial Intelligence|Fairy|Found Family|Prison|Time Skip|Travel|Fishing|Medieval,Setting-Universe|Theme-Game|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Romance|Theme-Fantasy|Setting-Universe|Cast-Main Cast|Theme-Romance|Cast-Traits|Cast-Traits|Theme-Other|Setting-Scene|Setting-Time|Theme-Other|Theme-Game-Sport|Setting-Time,Death Game|Rescue|Unrequited Love|Tragedy|Rape|Amnesia|Inseki,A-1 Pictures,,20021|20594
21519,Your Name.,Kimi no Na wa.,君の名は。,MOVIE,FINISHED,1,SUMMER,2016,86,86,674643,43532,Drama|Romance|Supernatural,Body Swapping|Urban Fantasy|Coming of Age|Memory Manipulation|Environmental|Urban|Rural|Gender Bending|Heterosexual|Primarily Teen Cast|Mythology|Male Protagonist|Alternate Universe|Trains|Shrine Maiden|School|Female Protagonist,Theme-Fantasy|Setting-Universe|Theme-Drama|Theme-Other|Theme-Other|Setting-Scene|Setting-Scene|Theme-Other|Theme-Romance|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Setting-Universe|Theme-Other-Vehicle|Cast-Traits|Setting-Scene|Cast-Main Cast,Time Manipulation|Tragedy|Time Skip,CoMix Wave,,
20954,A Silent Voice,Koe no Katachi,聲の形,MOVIE,FINISHED,1,SUMMER,2016,88,88,670981,56131,Drama|Romance|Slice of Life,Disability|Bullying|Rehabilitation|Language Barrier|Coming of Age|Male Protagonist|Primarily Teen Cast|School|Time Skip|POV|Heterosexual|Female Protagonist|Urban|Shounen|Philosophy,Cast-Traits|Theme-Drama|Theme-Drama|Theme-Other|Theme-Drama|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Setting-Time|Technical|Theme-Romance|Cast-Main Cast|Setting-Scene|Demographic|Theme-Other,Suicide|Tragedy|Unrequited Love,Kyoto Animation,,
99147,Attack on Titan Season 3,Shingeki no Kyojin Season 3,進撃の巨人 Season３,TV,FINISHED,12,SUMMER,2018,86,86,650745,20335,Action|Drama|Fantasy|Mystery,Military|Tragedy|Shapeshifting|Dystopian|Male Protagonist|Revenge|Henshin|Medieval|Super Power|Kaiju|Gore|Survival|Shounen|Guns|Ensemble Cast|Anti-Hero|Primarily Male Cast|Yandere|CGI|Steampunk|Swordplay|Primarily Adult Cast|Kuudere,Theme-Other-Organisations|Theme-Drama|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Theme-Fantasy|Theme-Fantasy|Theme-Other|Theme-Other|Demographic|Theme-Action|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Technical|Theme-Fantasy|Theme-Action|Cast-Main Cast|Cast-Traits,Conspiracy|Politics|Memory Manipulation|Fugitive|Crime|Matriarchy|Torture|Crossdressing,WIT STUDIO,20958,104578
21856,My Hero Academia Season 2,Boku no Hero Academia 2,僕のヒーローアカデミア２,TV,FINISHED,25,SPRING,2017,80,80,626561,12819,Action|Adventure|Comedy,Super Power|Superhero|Shounen|Primarily Teen Cast|School|Male Protagonist|Ensemble Cast|Urban Fantasy|Cultivation|Primarily Male Cast|Bar|Bisexual,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Setting-Universe|Theme-Fantasy|Cast-Main Cast|Setting-Scene|Cast-Traits,Revenge,bones,21459,100166
110277,Attack on Titan Final Season,Shingeki no Kyojin: The Final Season,進撃の巨人 The Final Season,TV,FINISHED,16,WINTER,2021,87,87,608275,28821,Action|Drama|Fantasy|Mystery,Military|Kaiju|Anti-Hero|Revenge|Politics|Dystopian|Survival|Ensemble Cast|Shapeshifting|Male Protagonist|Super Power|Primarily Male Cast|Shounen|Steampunk|Henshin|Coastal|Swordplay|Primarily Adult Cast|Terrorism|Gore|CGI|Foreign|Guns|Matriarchy|Rotoscoping|Dissociative Identities|Rural|Kuudere,Theme-Other-Organisations|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Theme-Other|Setting-Time|Theme-Other|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Demographic|Theme-Fantasy|Theme-Fantasy|Setting-Scene|Theme-Action|Cast-Main Cast|Theme-Other|Theme-Other|Technical|Setting-Scene|Theme-Action|Setting|Technical|Cast-Traits|Setting-Scene|Cast-Traits,War|Tragedy|Time Skip|Conspiracy|Espionage|Philosophy|Body Horror|Memory Manipulation,MAPPA,104578,131681
101759,The Promised Neverland,Yakusoku no Neverland,約束のネバーランド,TV,FINISHED,12,WINTER,2019,84,84,606604,25628,Drama|Fantasy|Horror|Mystery|Psychological|Thriller,Primarily Child Cast|Orphan|Tragedy|Found Family|Coming of Age|Female Protagonist|Gore|Ensemble Cast|Shounen|Tanned Skin|Male Protagonist,Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Other|Cast-Main Cast|Demographic|Cast-Traits|Cast-Main Cast,Dystopian|Survival|Prison|Demons,CloverWorks,,108725
20755,Assassination Classroom,Ansatsu Kyoushitsu,暗殺教室,TV,FINISHED,22,WINTER,2015,79,79,597483,21383,Action|Comedy|Drama|Supernatural,Assassins|School|Teacher|Primarily Teen Cast|Shounen|Ensemble Cast|Aliens|Tentacles|Anti-Hero|Super Power|Guns|Episodic|Male Protagonist|Bullying|Found Family|Baseball|School Club|Tragedy,Theme-Other-Organisations|Setting-Scene|Cast-Traits|Cast-Main Cast|Demographic|Cast-Main Cast|Cast-Traits|Sexual Content|Cast-Main Cast|Theme-Fantasy|Theme-Action|Technical|Cast-Main Cast|Theme-Drama|Theme-Other|Theme-Game-Sport|Setting-Scene|Theme-Drama,Crime|Femboy|Artificial Intelligence|Suicide,Lerche,,21170
21507,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,FINISHED,12,SUMMER,2016,84,84,591864,34404,Action|Comedy|Drama|Psychological|Slice of Life|Supernatural,Super Power|Coming of Age|Urban Fantasy|Philosophy|Ghost|Primarily Teen Cast|Male Protagonist|Satire|Parody|Urban|Surreal Comedy|Shounen|Exorcism|Disability|Primarily Male Cast|School|Slapstick|Demons|Delinquents|School Club|Bullying|Fitness|Gangs|Cult|Family Life|Unrequited Love|Curses,Theme-Fantasy|Theme-Drama|Setting-Universe|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Comedy|Theme-Comedy|Setting-Scene|Theme-Comedy|Demographic|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Setting-Scene|Theme-Comedy|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Drama|Theme-Game-Sport|Theme-Other-Organisations|Theme-Other-Organisations|Theme-Slice of Life|Theme-Romance|Theme-Fantasy,Conspiracy|Dissociative Identities,bones,,101338
20665,Your lie in April,Shigatsu wa Kimi no Uso,四月は君の嘘,TV,FINISHED,22,FALL,2014,84,84,581228,34584,Drama|Music|Romance|Slice of Life,Classical Music|Primarily Teen Cast|Coming of Age|Rehabilitation|Male Protagonist|Female Protagonist|Shounen|Heterosexual|Tsundere|Philosophy|School|Unrequited Love|Slapstick|Tomboy|Ancient China|CGI,Theme-Arts-Music|Cast-Main Cast|Theme-Drama|Theme-Drama|Cast-Main Cast|Cast-Main Cast|Demographic|Theme-Romance|Cast-Traits|Theme-Other|Setting-Scene|Theme-Romance|Theme-Comedy|Cast-Traits|Setting-Time|Technical,Tragedy|Disability|Love Triangle,A-1 Pictures,21039,
127230,Chainsaw Man,Chainsaw Man,チェンソーマン,TV,FINISHED,12,FALL,2022,83,83,580399,32446,Action|Drama|Horror|Supernatural,Demons|Monster Boy|Urban Fantasy|Male Protagonist|Gore|Tragedy|Shapeshifting|Body Horror|Psychosexual|Urban|Henshin|Shounen|Monster Girl|Primarily Adult Cast|Anthropomorphism|Heterosexual|Yakuza|Found Family|Crime|CGI|Homeless|Police|POV|Nudity,Cast-Traits|Cast-Traits|Setting-Universe|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Fantasy|Theme-Other|Theme-Other|Setting-Scene|Theme-Fantasy|Demographic|Cast-Traits|Cast-Main Cast|Cast-Traits|Theme-Romance|Theme-Other-Organisations|Theme-Other|Theme-Other|Technical|Cast-Traits|Theme-Other-Organisations|Technical|Cast-Traits,Anti-Hero|Coming of Age|Guns|Assassins|Age Gap|Cannibalism|Revenge|Amnesia|Zombie|Angels,MAPPA,,171627
104578,Attack on Titan Season 3 Part 2,Shingeki no Kyojin Season 3 Part 2,進撃の巨人 Season３ Part.2,TV,FINISHED,10,SPRING,2019,90,90,579291,30197,Action|Drama|Fantasy|Mystery,Military|Tragedy|Survival|Shapeshifting|Super Power|Shounen|Ensemble Cast|Revenge|Henshin|Medieval|Male Protagonist|Gore|Primarily Adult Cast|Anti-Hero|Steampunk|Primarily Male Cast|Swordplay|CGI|Dissociative Identities|Drugs|Kuudere|Kaiju,Theme-Other-Organisations|Theme-Drama|Theme-Other|Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Action|Technical|Cast-Traits|Theme-Other|Cast-Traits|Theme-Fantasy,Dystopian|Conspiracy|Memory Manipulation|War|Espionage|Matriarchy,WIT STUDIO,99147,110277
21355,Re:ZERO -Starting Life in Another World-,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ゼロから始める異世界生活,TV,FINISHED,25,SPRING,2016,81,81,578307,33669,Action|Adventure|Drama|Fantasy|Psychological|Romance|Thriller,Time Manipulation|Isekai|Time Loop|Tragedy|Male Protagonist|Alternate Universe|Medieval|Curses|Witch|Magic|Gore|Body Horror|Heterosexual|Maids|Politics|Elf|Primarily Female Cast|Twins|Femboy|Kemonomimi|Travel|Butler|Coming of Age|Kuudere|CGI|Tomboy|Dragons|Nekomimi,Theme-Sci-Fi|Theme-Fantasy|Theme-Sci-Fi|Theme-Drama|Cast-Main Cast|Setting-Universe|Setting-Time|Theme-Fantasy|Cast-Traits|Theme-Fantasy|Theme-Other|Theme-Other|Theme-Romance|Cast-Traits|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other|Cast-Traits|Theme-Drama|Cast-Traits|Technical|Cast-Traits|Cast-Traits|Cast-Traits,Cohabitation|Cult|Love Triangle|Unrequited Love|Demons|Assassins|Body Swapping|Crossdressing,WHITE FOX,,108632
1735,Naruto: Shippuden,NARUTO: Shippuuden,NARUTO -ナルト- 疾風伝,TV,FINISHED,500,WINTER,2007,82,82,576759,44928,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Super Power|Male Protagonist|Revenge|Orphan|Coming of Age|Martial Arts|Criminal Organization|Conspiracy|Philosophy|Cultivation|Ensemble Cast|Fugitive|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Travel|Unrequited Love|Shapeshifting|Gender Bending|Slapstick,Cast-Traits|Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Cast-Traits|Theme-Drama|Theme-Action|Theme-Other-Organisations|Theme-Drama|Theme-Other|Theme-Fantasy|Cast-Main Cast|Theme-Action|Theme-Other-Organisations|Setting-Time|Theme-Action|Cast-Main Cast|Setting-Time|Theme-Other|Theme-Romance|Theme-Fantasy|Theme-Other|Theme-Comedy,Tragedy|War|Time Skip|Politics|Necromancy|Gods|Terrorism|Kaiju|Aliens|Estranged Family,Studio Pierrot,20,21579|97938
21234,ERASED,Boku dake ga Inai Machi,僕だけがいない街,TV,FINISHED,12,WINTER,2016,81,81,576490,25859,Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|School|Revenge|Teacher|Rural|Heterosexual|Bullying|Kuudere|CGI,Cast-Traits|Theme-Sci-Fi|Theme-Other|Setting-Universe|Setting-Time|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Setting-Scene|Cast-Main Cast|Theme-Fantasy|Demographic|Setting-Scene|Theme-Drama|Cast-Traits|Setting-Scene|Theme-Romance|Theme-Drama|Cast-Traits|Technical,Tragedy|Fugitive|Amnesia|Rehabilitation,A-1 Pictures,,
100166,My Hero Academia Season 3,Boku no Hero Academia 3,僕のヒーローアカデミア３,TV,FINISHED,25,SPRING,2018,79,79,574055,11987,Action|Adventure|Comedy|Drama,Superhero|Super Power|Shounen|Primarily Teen Cast|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Primarily Male Cast|Tomboy|Heterosexual|Bar|Bisexual|CGI|Transgender|LGBTQ+ Themes,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Fantasy|Setting-Universe|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Theme-Romance|Setting-Scene|Cast-Traits|Technical|Cast-Traits|Theme-Other,Boarding School|Revenge|Police|Battle Royale|Body Horror|Yandere,bones,21856,104276
9253,Steins;Gate,Steins;Gate,シュタインズ・ゲート,TV,FINISHED,24,SPRING,2011,89,89,563118,53303,Drama|Psychological|Sci-Fi|Thriller,Time Manipulation|Time Loop|Male Protagonist|Urban|Primarily Adult Cast|Denpa|Philosophy|Chuunibyou|Dissociative Identities|Tsundere|Otaku Culture|Heterosexual|Kuudere|Ensemble Cast|Femboy|Amnesia|Seinen|Gender Bending|Maids|Trains|Shrine Maiden|Clone,Theme-Sci-Fi|Theme-Sci-Fi|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Theme-Other|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other|Theme-Romance|Cast-Traits|Cast-Main Cast|Cast-Traits|Cast-Traits|Demographic|Theme-Other|Cast-Traits|Theme-Other-Vehicle|Cast-Traits|Cast-Traits,Alternate Universe|Conspiracy|Tragedy|Memory Manipulation|Dystopian|Suicide|War|Post-Apocalyptic,WHITE FOX,,10863
20464,HAIKYU!!,Haikyuu!!,ハイキュー!!,TV,FINISHED,25,SPRING,2014,84,84,556333,37767,Comedy|Drama|Sports,Volleyball|School Club|Male Protagonist|Primarily Male Cast|Shounen|Ensemble Cast|Primarily Teen Cast|School|Coming of Age|Fitness|Kuudere,Theme-Game-Sport|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Demographic|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Theme-Drama|Theme-Game-Sport|Cast-Traits,,Production I.G,,20992
