id,title_english,title_romaji,title_native,format,status,episodes,season,season_year,average_score,mean_score,popularity,favourites,genres,tags,tag_categories,sp_tags,main_studio,prequel_id,sequel_id
98820,Just Because!,Just Because!,Just Because!,TV,FINISHED,12,FALL,2017,70,70,83889,1154,Drama|Romance|Slice of Life,Coming of Age|Heterosexual|School|Primarily Teen Cast|Photography|Female Protagonist|Male Protagonist|Trains|Baseball|Musical Theater,Theme-Drama|Theme-Romance|Setting-Scene|Cast-Main Cast|Theme-Arts|Cast-Main Cast|Cast-Main Cast|Theme-Other-Vehicle|Theme-Game-Sport|Theme-Arts-Music,Love Triangle|College,PINE JAM,,
134732,Aoashi,Aoashi,アオアシ,TV,FINISHED,24,SPRING,2022,81,81,83851,2987,Sports,Football|Male Protagonist|Primarily Teen Cast|Primarily Male Cast|Seinen|Ensemble Cast|Heterosexual|Coming of Age|School|Bullying|Love Triangle,Theme-Game-Sport|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Demographic|Cast-Main Cast|Theme-Romance|Theme-Drama|Setting-Scene|Theme-Drama|Theme-Romance,Time Skip,Production I.G,,191788
15037,Corpse Party,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,コープスパーティー Tortured Souls -暴虐された魂の呪叫-,OVA,FINISHED,4,SUMMER,2013,59,59,83830,903,Horror|Mystery|Supernatural,Ghost|Gore|Alternate Universe|School|Isekai|Memory Manipulation|Primarily Teen Cast|Skeleton|Female Protagonist|Ensemble Cast|Time Manipulation|Male Protagonist|Survival|Curses|Exorcism|Revenge|Torture,Cast-Traits|Theme-Other|Setting-Universe|Setting-Scene|Theme-Fantasy|Theme-Other|Cast-Main Cast|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Sci-Fi|Cast-Main Cast|Theme-Other|Theme-Fantasy|Theme-Fantasy|Theme-Drama|Theme-Other,Tragedy|Body Horror|Suicide,Asread,13807,
182205,That Time I Got Reincarnated as a Slime Season 4,Tensei Shitara Slime Datta Ken 4th Season,転生したらスライムだった件 第4期,TV,RELEASING,,SPRING,2026,81,81,83766,2097,Action|Adventure|Comedy|Fantasy,Kingdom Management|Isekai|Spearplay|Swordplay|Archery|Ensemble Cast|Magic|Demons|Medieval|Skeleton|Dungeon|Agender|Femboy|Male Protagonist|Crossdressing,Theme-Drama|Theme-Fantasy|Theme-Action|Theme-Action|Theme-Action|Cast-Main Cast|Theme-Fantasy|Cast-Traits|Setting-Time|Cast-Traits|Setting-Scene|Cast-Traits|Cast-Traits|Cast-Main Cast|Cast-Traits,,8-bit,156822,
180745,"Classroom of the Elite 4th Season: Second Year, First Semester",Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season 2-nensei-hen Ichi Gakki,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期,TV,RELEASING,16,SPRING,2026,79,79,83679,2008,Drama|Psychological,Boarding School|Survival|Fugitive|Battle Royale|Anti-Hero|Male Protagonist|School|Coming of Age|Bullying|Philosophy|Heterosexual|Primarily Teen Cast|Tragedy|Delinquents|Athletics|Disability|Love Triangle|Female Harem,Setting-Scene|Theme-Other|Theme-Action|Theme-Action|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Theme-Drama|Theme-Drama|Theme-Other|Theme-Romance|Cast-Main Cast|Theme-Drama|Cast-Traits|Theme-Game-Sport|Cast-Traits|Theme-Romance|Theme-Romance,Criminal Organization|Blackmail|Martial Arts|Memory Manipulation|Revenge|Conspiracy|Suicide|Amnesia,Lerche,146066,
151040,TRIGUN STAMPEDE,TRIGUN STAMPEDE,TRIGUN STAMPEDE,TV,FINISHED,12,WINTER,2023,78,78,83628,2671,Action|Drama|Sci-Fi,Full CGI|Guns|Desert|Dystopian|Male Protagonist|Fugitive|Philosophy|Primarily Adult Cast|CGI|Aliens|Crime|Travel|Shounen|Steampunk|Primarily Male Cast|Religion|Slapstick|Transgender,Technical|Theme-Action|Setting-Scene|Setting-Time|Cast-Main Cast|Theme-Action|Theme-Other|Cast-Main Cast|Technical|Cast-Traits|Theme-Other|Theme-Other|Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Other|Theme-Comedy|Cast-Traits,Tragedy|Twins|Gore|Body Horror|Estranged Family,Orange,,163144
153629,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,Tensei Oujo to Tensai Reijou no Mahou Kakumei,転生王女と天才令嬢の魔法革命,TV,FINISHED,12,WINTER,2023,75,75,83549,2885,Fantasy|Romance,Female Protagonist|Magic|Yuri|Royal Affairs|Primarily Female Cast|Villainess|LGBTQ+ Themes|Maids|Swordplay|Isekai|Reincarnation|Drugs,Cast-Main Cast|Theme-Fantasy|Theme-Romance|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Other|Cast-Traits|Theme-Action|Theme-Fantasy|Theme-Other|Theme-Other,Politics|Conspiracy|Vampire|Religion|Dragons|Adoption|Matriarchy|Curses,diomedéa,,
12549,"So, I Can't Play H!","Dakara Boku wa, H ga Dekinai.",だから僕は、Hができない。,TV,FINISHED,12,SUMMER,2012,60,60,83296,777,Comedy|Ecchi|Romance|Supernatural,Nudity|Henshin|Female Harem|Primarily Teen Cast|Magic|Gods|School|Male Protagonist|Slapstick|Heterosexual|Large Breasts,Cast-Traits|Theme-Fantasy|Theme-Romance|Cast-Main Cast|Theme-Fantasy|Cast-Traits|Setting-Scene|Cast-Main Cast|Theme-Comedy|Theme-Romance|Sexual Content,,feel.,,14893
98514,Umamusume: Pretty Derby,Uma Musume: Pretty Derby,ウマ娘 プリティーダービー,TV,FINISHED,13,SPRING,2018,73,73,83251,1896,Drama|Slice of Life|Sports,Athletics|Kemonomimi|Female Protagonist|Primarily Teen Cast|Primarily Female Cast|Cute Girls Doing Cute Things|Gambling|Boarding School|Ensemble Cast|Yuri|Kuudere|Idol|School|Animals|Food|CGI,Theme-Game-Sport|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Theme-Slice of Life|Theme-Other|Setting-Scene|Cast-Main Cast|Theme-Romance|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Other|Theme-Arts|Technical,Rehabilitation|Time Skip|LGBTQ+ Themes|Body Image|Language Barrier,P.A.WORKS,,124223
163623,Pseudo Harem,Giji Harem,疑似ハーレム,TV,FINISHED,12,SUMMER,2024,76,76,83225,2453,Comedy|Romance|Slice of Life,Acting|Heterosexual|Episodic|School|Primarily Teen Cast|Iyashikei|School Club|Male Protagonist|Female Protagonist|Parody|Shounen|Dissociative Identities|Meta|Time Skip,Theme-Arts|Theme-Romance|Technical|Setting-Scene|Cast-Main Cast|Theme-Slice of Life|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Theme-Comedy|Demographic|Cast-Traits|Theme-Other|Setting-Time,Marriage|College,Nomad,,
11433,Waiting in the Summer,Ano Natsu de Matteru,あの夏で待ってる,TV,FINISHED,12,WINTER,2012,71,71,83225,1028,Comedy|Drama|Romance|Sci-Fi|Slice of Life,Love Triangle|Ensemble Cast|Heterosexual|Coming of Age|Primarily Teen Cast|Aliens|Female Protagonist|Male Protagonist|Primarily Female Cast|Rural|School|Nudity,Theme-Romance|Cast-Main Cast|Theme-Romance|Theme-Drama|Cast-Main Cast|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Setting-Scene|Cast-Traits,Tragedy,J.C.STAFF,,
124675,Osamake: Romcom Where The Childhood Friend Won't Lose,Osananajimi ga Zettai ni Makenai Love Come,幼なじみが絶対に負けないラブコメ,TV,FINISHED,12,SPRING,2021,58,58,83154,1007,Comedy|Romance,Love Triangle|School|Male Protagonist|Acting|Heterosexual|School Club|Primarily Female Cast|Female Harem|Revenge|Idol|Crossdressing,Theme-Romance|Setting-Scene|Cast-Main Cast|Theme-Arts|Theme-Romance|Setting-Scene|Cast-Main Cast|Theme-Romance|Theme-Drama|Cast-Traits|Cast-Traits,Memory Manipulation|Tomboy|Amnesia,Doga Kobo,,
100815,Zoku Owarimonogatari,Zoku Owarimonogatari,続・終物語,OVA,FINISHED,6,WINTER,2019,84,84,83109,2067,Drama|Mystery|Supernatural,Philosophy|Urban Fantasy|Male Protagonist|Primarily Female Cast|Demons|Vampire|Meta|Primarily Teen Cast|Gods|Monster Girl|Shapeshifting|Ghost|Nudity|Nekomimi|School|Kemonomimi|Female Harem,Theme-Other|Setting-Universe|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Cast-Traits|Theme-Other|Cast-Main Cast|Cast-Traits|Cast-Traits|Theme-Fantasy|Cast-Traits|Cast-Traits|Cast-Traits|Setting-Scene|Cast-Traits|Theme-Romance,Dissociative Identities|Time Manipulation|Crossdressing|LGBTQ+ Themes,Shaft,21745,20593|173533
112802,Life Lessons with Uramichi Oniisan,Uramichi Oniisan,うらみちお兄さん,TV,FINISHED,13,SUMMER,2021,76,76,83004,2232,Comedy|Slice of Life,Work|Satire|Male Protagonist|Primarily Adult Cast|Acting|Episodic|Ensemble Cast|Meta|Josei|Musical Theater|Primarily Male Cast|Acrobatics,Setting-Scene|Theme-Comedy|Cast-Main Cast|Cast-Main Cast|Theme-Arts|Technical|Cast-Main Cast|Theme-Other|Demographic|Theme-Arts-Music|Cast-Main Cast|Theme-Game-Sport,Delinquents,Studio Blanc,,
116867,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,痛いのは嫌なので防御力に極振りしたいと思います。2,TV,FINISHED,12,WINTER,2023,71,71,82812,1462,Action|Adventure|Comedy|Fantasy|Slice of Life,Video Games|Virtual World|Female Protagonist|Cute Girls Doing Cute Things|Ensemble Cast|Magic|Primarily Teen Cast|Primarily Female Cast|Animals|Twins|Henshin|Shapeshifting|CGI|Monster Girl|Ninja|Vore,Theme-Game|Setting-Universe|Cast-Main Cast|Theme-Slice of Life|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Cast-Main Cast|Theme-Other|Cast-Traits|Theme-Fantasy|Theme-Fantasy|Technical|Cast-Traits|Cast-Traits|Sexual Content,Creature Taming|Dungeon|Tentacles|Anti-Hero,SILVER LINK.,106479,
139648,How a Realist Hero Rebuilt the Kingdom Part 2,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,現実主義勇者の王国再建記 第二部,TV,FINISHED,13,WINTER,2022,73,73,82805,1422,Action|Adventure|Fantasy|Romance,Isekai|Politics|Kingdom Management|Male Protagonist|Royal Affairs|Economics|Female Harem|Heterosexual|Agriculture|Magic|Tsundere,Theme-Fantasy|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Other|Theme-Other|Theme-Romance|Theme-Romance|Theme-Slice of Life|Theme-Fantasy|Cast-Traits,Time Manipulation|Polyamorous|Alternate Universe|Demons|Dragons,J.C.STAFF,117612,
14131,Girls und Panzer,Girls und Panzer,ガールズ&パンツァー,TV,FINISHED,12,FALL,2012,74,74,82639,2813,Action|Sports,Tanks|Primarily Female Cast|Female Protagonist|Military|School Club|Cute Girls Doing Cute Things|Primarily Teen Cast|Historical|Ensemble Cast|School|Parody|CGI|Volleyball|Gore,Theme-Other-Vehicle|Cast-Main Cast|Cast-Main Cast|Theme-Other-Organisations|Setting-Scene|Theme-Slice of Life|Cast-Main Cast|Setting-Time|Cast-Main Cast|Setting-Scene|Theme-Comedy|Technical|Theme-Game-Sport|Theme-Other,Ships|Yuri|LGBTQ+ Themes,Actas,,18617
20462,Chaika -The Coffin Princess-,Hitsugi no Chaika,棺姫のチャイカ,TV,FINISHED,12,SPRING,2014,69,70,82566,687,Action|Adventure|Comedy|Fantasy,Magic|Fugitive|Female Protagonist|Travel|Guns|Amnesia|Male Protagonist|Swordplay|Anti-Hero|Rural|Urban|Steampunk|Military|Foreign|Dragons|Crime|Heterosexual|Female Harem|Skeleton,Theme-Fantasy|Theme-Action|Cast-Main Cast|Theme-Other|Theme-Action|Cast-Traits|Cast-Main Cast|Theme-Action|Cast-Main Cast|Setting-Scene|Setting-Scene|Theme-Fantasy|Theme-Other-Organisations|Setting-Scene|Cast-Traits|Theme-Other|Theme-Romance|Theme-Romance|Cast-Traits,Memory Manipulation|Shapeshifting,bones,,20719
1292,Afro Samurai,Afro Samurai,アフロサムライ,TV,FINISHED,5,WINTER,2007,71,71,82559,1376,Action|Adventure,Revenge|Swordplay|Gore|Samurai|Male Protagonist|Anti-Hero|Travel|Assassins|Anachronism|Tragedy|Primarily Adult Cast|Philosophy|Battle Royale|Achronological Order|Primarily Male Cast|Orphan|Cult|Nudity|Guns|Alternate Universe|Martial Arts,Theme-Drama|Theme-Action|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Other|Theme-Other-Organisations|Setting-Time|Theme-Drama|Cast-Main Cast|Theme-Other|Theme-Action|Setting-Time|Cast-Main Cast|Cast-Traits|Theme-Other-Organisations|Cast-Traits|Theme-Action|Setting-Universe|Theme-Action,Ghost|Artificial Intelligence,GONZO,,4970
98762,"Love, Chunibyo & Other Delusions: Take on Me",Chuunibyou demo Koi ga Shitai!: Take On Me,映画 中二病でも恋がしたい！ -Take On Me-,MOVIE,FINISHED,1,WINTER,2018,80,80,82441,1908,Comedy|Drama|Romance|Slice of Life,Coming of Age|Chuunibyou|Male Protagonist|Female Protagonist|Travel|Fugitive|Trains|Primarily Female Cast|Slapstick|Cute Girls Doing Cute Things|Heterosexual,Theme-Drama|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Other|Theme-Action|Theme-Other-Vehicle|Cast-Main Cast|Theme-Comedy|Theme-Slice of Life|Theme-Romance,Marriage,Kyoto Animation,20889,
111314,Uzumaki,Uzumaki,うずまき,TV,FINISHED,4,FALL,2024,54,54,82364,805,Drama|Horror|Mystery|Psychological|Supernatural,Achromatic|Cosmic Horror|Body Horror|Gore|CGI|Rotoscoping|Denpa|Female Protagonist|Seinen|Heterosexual|Survival|Primarily Teen Cast|Urban Fantasy|Coastal|Episodic|Surreal Comedy|Curses|Philosophy|Shapeshifting|Detective|Yandere|Ships,Technical|Theme-Other|Theme-Other|Theme-Other|Technical|Technical|Theme-Other|Cast-Main Cast|Demographic|Theme-Romance|Theme-Other|Cast-Main Cast|Setting-Universe|Setting-Scene|Technical|Theme-Comedy|Theme-Fantasy|Theme-Other|Theme-Fantasy|Cast-Traits|Cast-Traits|Theme-Other-Vehicle,Tragedy|Natural Disaster|Augmented Reality|Lost Civilization|Cannibalism|Monster Boy|Unrequited Love,Akatsuki,,
481,Yu-Gi-Oh!,Yu☆Gi☆Oh! Duel Monsters,遊☆戯☆王　デュエルモンスターズ,TV,FINISHED,224,SPRING,2000,73,73,82312,2588,Adventure|Fantasy,Card Battle|Shounen|Proxy Battle|Historical|Urban Fantasy|Mythology|Male Protagonist|Magic|Dissociative Identities|Dragons|Amnesia,Theme-Game-Card & Board Game|Demographic|Theme-Other|Setting-Time|Setting-Universe|Theme-Fantasy|Cast-Main Cast|Theme-Fantasy|Cast-Traits|Cast-Traits|Cast-Traits,Reincarnation|Death Game,Studio Gallop,,482|3972|21265
104723,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,通常攻撃が全体攻撃で二回攻撃のお母さんは好きですか？,TV,FINISHED,12,SUMMER,2019,52,52,82121,871,Action|Adventure|Comedy|Ecchi|Fantasy,MILF|Video Games|Virtual World|Isekai|Parody|Love Triangle|Male Protagonist|Primarily Female Cast|Family Life|Magic|Tsundere|Female Protagonist|Female Harem|Nudity,Sexual Content|Theme-Game|Setting-Universe|Theme-Fantasy|Theme-Comedy|Theme-Romance|Cast-Main Cast|Cast-Main Cast|Theme-Slice of Life|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Theme-Romance|Cast-Traits,Dragons|Yandere,J.C.STAFF,,
21659,Sweetness & Lightning,Amaama to Inazuma,甘々と稲妻,TV,FINISHED,12,SUMMER,2016,74,74,82109,1211,Comedy|Slice of Life,Family Life|Food|Iyashikei|Found Family|Restaurant|Educational|Teacher|Seinen|Male Protagonist|Female Protagonist|Episodic|Parenthood|Orphan|Cute Girls Doing Cute Things|Coming of Age|School|Chibi,Theme-Slice of Life|Theme-Arts|Theme-Slice of Life|Theme-Other|Setting-Scene|Theme-Other|Cast-Traits|Demographic|Cast-Main Cast|Cast-Main Cast|Technical|Theme-Slice of Life|Cast-Traits|Theme-Slice of Life|Theme-Drama|Setting-Scene|Theme-Other,,TMS Entertainment,,
132456,The Great Jahy Will Not Be Defeated!,Jahy-sama wa Kujikenai!,ジャヒー様はくじけない！,TV,FINISHED,20,SUMMER,2021,68,68,81902,1041,Comedy|Fantasy|Slice of Life|Supernatural,Slapstick|Female Protagonist|Demons|Primarily Female Cast|Urban Fantasy|Henshin|Cute Girls Doing Cute Things|Magic|Super Power|Isekai|Tanned Skin|Work|Episodic|Surreal Comedy|Reverse Isekai|Restaurant|Masochism|Shounen|Monster Girl|Nudity,Theme-Comedy|Cast-Main Cast|Cast-Traits|Cast-Main Cast|Setting-Universe|Theme-Fantasy|Theme-Slice of Life|Theme-Fantasy|Theme-Fantasy|Theme-Fantasy|Cast-Traits|Setting-Scene|Technical|Theme-Comedy|Theme-Fantasy|Setting-Scene|Sexual Content|Demographic|Cast-Traits|Cast-Traits,Wrestling|Yuri,SILVER LINK.,,
20735,I Can't Understand What My Husband Is Saying,Danna ga Nani wo Itteiru ka Wakaranai Ken,旦那が何を言っているかわからない件,TV_SHORT,FINISHED,13,FALL,2014,70,70,81855,754,Comedy|Romance|Slice of Life,Family Life|Seinen|Otaku Culture|Primarily Adult Cast|Episodic|Marriage|Female Protagonist|Male Protagonist|Heterosexual|Crossdressing|Urban|Meta|Office Lady|Nudity|Drawing|Golf,Theme-Slice of Life|Demographic|Theme-Other|Cast-Main Cast|Technical|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Romance|Cast-Traits|Setting-Scene|Theme-Other|Cast-Traits|Cast-Traits|Theme-Arts|Theme-Game-Sport,,Seven,,21000
10721,Penguindrum,Mawaru Penguindrum,輪るピングドラム,TV,FINISHED,24,SUMMER,2011,79,79,81845,3884,Drama|Mystery|Psychological|Supernatural,Philosophy|Family Life|Coming of Age|Ensemble Cast|Meta|Denpa|Politics|Male Protagonist|Female Protagonist|Parody|Trains|Henshin|Surreal Comedy|Animals|Magic|Satire|Cult|Fairy Tale|Primarily Teen Cast|Psychosexual|Achronological Order|Age Gap,Theme-Other|Theme-Slice of Life|Theme-Drama|Cast-Main Cast|Theme-Other|Theme-Other|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Comedy|Theme-Other-Vehicle|Theme-Fantasy|Theme-Comedy|Theme-Other|Theme-Fantasy|Theme-Comedy|Theme-Other-Organisations|Theme-Fantasy|Cast-Main Cast|Theme-Other|Setting-Time|Theme-Romance,Found Family|Tragedy|Terrorism|Heterosexual|Inseki|Crime|Yandere|Memory Manipulation|Ghost|Tsundere|Rape|Love Triangle|Twins|LGBTQ+ Themes|Incest,Brain's Base,,
15417,Gintama Season 2 Part 2,Gintama': Enchousen,銀魂’延長戦,TV,FINISHED,13,FALL,2012,89,89,81552,2106,Action|Comedy|Drama|Sci-Fi,Parody|Shounen|Found Family|Male Protagonist|Samurai|Swordplay|Politics|Meta|Ensemble Cast|Philosophy|Anachronism|Aliens|Historical|Mahjong|Space|Robots|Suicide|Kuudere,Theme-Comedy|Demographic|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Action|Theme-Other|Theme-Other|Cast-Main Cast|Theme-Other|Setting-Time|Cast-Traits|Setting-Time|Theme-Game-Card & Board Game|Setting-Universe|Cast-Traits|Theme-Drama|Cast-Traits,Conspiracy|Gore|Tragedy|Memory Manipulation|Cyborg,Sunrise,9969,20996|15335
136707,Parallel World Pharmacy,Isekai Yakkyoku,異世界薬局,TV,FINISHED,12,SUMMER,2022,72,72,81509,1571,Fantasy,Isekai|Medicine|Reincarnation|Male Protagonist|Educational|Iyashikei|Magic|Alchemy|Gods|Historical|Matriarchy|Travel,Theme-Fantasy|Theme-Other|Theme-Other|Cast-Main Cast|Theme-Other|Theme-Slice of Life|Theme-Fantasy|Theme-Fantasy|Cast-Traits|Setting-Time|Setting|Theme-Other,Pandemic|Makeup,diomedéa,,
19369,Outbreak Company,Outbreak Company,アウトブレイク・カンパニー,TV,FINISHED,12,FALL,2013,69,69,81476,826,Comedy|Fantasy,Isekai|Otaku Culture|Politics|Maids|Male Protagonist|Teacher|Language Barrier|Female Harem|Parody|Kemonomimi|Surreal Comedy|Elf|Magic|Military|Video Games|Royal Affairs|Disability|Dragons|Reverse Isekai|Time Skip,Theme-Fantasy|Theme-Other|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Traits|Theme-Other|Theme-Romance|Theme-Comedy|Cast-Traits|Theme-Comedy|Cast-Traits|Theme-Fantasy|Theme-Other-Organisations|Theme-Game|Theme-Other|Cast-Traits|Cast-Traits|Theme-Fantasy|Setting-Time,Hikikomori|School|Tsundere|Rape,feel.,,
138882,The Yakuza's Guide to Babysitting,Kumichou Musume to Sewagakari,組長娘と世話係,TV,FINISHED,12,SUMMER,2022,77,77,81463,1889,Comedy|Slice of Life,Family Life|Yakuza|Josei|Male Protagonist|Female Protagonist|Found Family|Parenthood|Primarily Adult Cast|Urban|Anti-Hero|Guns|Iyashikei|Food|Delinquents|LGBTQ+ Themes|Primarily Male Cast|Episodic,Theme-Slice of Life|Theme-Other-Organisations|Demographic|Cast-Main Cast|Cast-Main Cast|Theme-Other|Theme-Slice of Life|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Theme-Action|Theme-Slice of Life|Theme-Arts|Cast-Traits|Theme-Other|Cast-Main Cast|Technical,Tragedy|Suicide,feel.,,
108388,High School Prodigies Have It Easy Even In Another World,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,超人高校生たちは異世界でも余裕で生き抜くようです!,TV,FINISHED,12,FALL,2019,61,61,81222,1100,Action|Adventure|Drama|Ecchi|Fantasy,Isekai|Politics|Ensemble Cast|Anachronism|Espionage|Economics|Kemonomimi|Magic|Elf|Rural|Love Triangle|Ninja|Samurai|Robots|Ships|Artificial Intelligence|Male Protagonist|Gender Bending,Theme-Fantasy|Theme-Other|Cast-Main Cast|Setting-Time|Theme-Action|Theme-Other|Cast-Traits|Theme-Fantasy|Cast-Traits|Setting-Scene|Theme-Romance|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other-Vehicle|Cast-Traits|Cast-Main Cast|Theme-Other,War|Anti-Hero|Military|Gods|Slavery|Female Harem,project No.9,,
179966,Secrets of the Silent Witch,Silent Witch: Chinmoku no Majo no Kakushigoto,サイレント・ウィッチ 沈黙の魔女の隠しごと,TV,FINISHED,13,SUMMER,2025,81,81,81209,3168,Adventure|Fantasy,Female Protagonist|Magic|School|Witch|Royal Affairs|Primarily Teen Cast|Hikikomori|Coming of Age|Politics|Ojou-sama|Class Struggle|Disability|Bullying|Medieval|Shoujo|Dragons|Rehabilitation|Heterosexual|Spearplay|Boarding School|CGI,Cast-Main Cast|Theme-Fantasy|Setting-Scene|Cast-Traits|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Other|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Drama|Setting-Time|Demographic|Cast-Traits|Theme-Drama|Theme-Romance|Theme-Action|Setting-Scene|Technical,Shapeshifting|Memory Manipulation|Arranged Marriage,Studio Gokumi,,
162896,The Elusive Samurai,Nige Jouzu no Wakagimi,逃げ上手の若君,TV,FINISHED,12,SUMMER,2024,77,77,81207,1628,Action|Adventure|Supernatural,Historical|War|Samurai|Swordplay|Male Protagonist|Tragedy|Fugitive|Primarily Child Cast|Revenge|Gore|Shounen|Surreal Comedy|Anachronism|Gods|Archery|CGI|Religion|Spearplay|Shrine Maiden,Setting-Time|Theme-Other|Cast-Traits|Theme-Action|Cast-Main Cast|Theme-Drama|Theme-Action|Cast-Main Cast|Theme-Drama|Theme-Other|Demographic|Theme-Comedy|Setting-Time|Cast-Traits|Theme-Action|Technical|Theme-Other|Theme-Action|Cast-Traits,Demons|Urban Fantasy|Philosophy|Suicide|Ninja|Magic,CloverWorks,,182616
5,Cowboy Bebop: The Movie - Knockin' on Heaven's Door,Cowboy Bebop: Tengoku no Tobira,カウボーイビバップ天国の扉,MOVIE,FINISHED,1,SUMMER,2001,82,82,81188,1697,Action|Drama|Mystery|Sci-Fi,Terrorism|Primarily Adult Cast|Philosophy|Crime|Martial Arts|Urban|Space|Noir|Amnesia|Cyberpunk|Anti-Hero|Ensemble Cast|Guns|Male Protagonist|Tomboy|Foreign|Work|Cyborg|Female Protagonist,Theme-Other|Cast-Main Cast|Theme-Other|Theme-Other|Theme-Action|Setting-Scene|Setting-Universe|Theme-Other|Cast-Traits|Theme-Sci-Fi|Cast-Main Cast|Cast-Main Cast|Theme-Action|Cast-Main Cast|Cast-Traits|Setting-Scene|Setting-Scene|Cast-Traits|Cast-Main Cast,Military,bones,,
820,Legend of the Galactic Heroes,Ginga Eiyuu Densetsu,銀河英雄伝説,OVA,FINISHED,110,WINTER,1988,88,88,81090,5605,Drama|Sci-Fi,Space Opera|Politics|War|Military|Space|Ensemble Cast|Primarily Adult Cast|Orphan|Tragedy|Philosophy|Royal Affairs|Primarily Male Cast|Economics|Male Protagonist|Heterosexual|Revenge|Gore|Coming of Age|LGBTQ+ Themes|Foreign|Tomboy,Theme-Sci-Fi|Theme-Other|Theme-Other|Theme-Other-Organisations|Setting-Universe|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Other|Theme-Other|Cast-Main Cast|Theme-Other|Cast-Main Cast|Theme-Romance|Theme-Drama|Theme-Other|Theme-Drama|Theme-Other|Setting-Scene|Cast-Traits,Suicide|Drugs|Boys' Love|Terrorism|Cult|Post-Apocalyptic|Rape,Kitty Film,3014,
100483,Yuuna and the Haunted Hot Springs,Yuragi-sou no Yuuna-san,ゆらぎ荘の幽奈さん,TV,FINISHED,12,SUMMER,2018,67,67,81078,1093,Comedy|Ecchi|Romance|Supernatural,Ghost|Female Harem|Primarily Female Cast|Nudity|Youkai|Exorcism|Slapstick|Male Protagonist|Heterosexual|Shapeshifting|Kemonomimi|Inn|Ninja|Nekomimi|Shounen|School|Rural|Henshin,Cast-Traits|Theme-Romance|Cast-Main Cast|Cast-Traits|Theme-Fantasy|Theme-Fantasy|Theme-Comedy|Cast-Main Cast|Theme-Romance|Theme-Fantasy|Cast-Traits|Setting-Scene|Cast-Traits|Cast-Traits|Demographic|Setting-Scene|Setting-Scene|Theme-Fantasy,Tentacles,Xebec,,
160188,The Girl I Like Forgot Her Glasses,Suki na Ko ga Megane wo Wasureta,好きな子がめがねを忘れた,TV,FINISHED,13,SUMMER,2023,68,68,81011,1689,Comedy|Romance,Primarily Teen Cast|Heterosexual|School|Male Protagonist|Disability|CGI|Iyashikei|Kuudere|Shounen|Primarily Child Cast,Cast-Main Cast|Theme-Romance|Setting-Scene|Cast-Main Cast|Cast-Traits|Technical|Theme-Slice of Life|Cast-Traits|Demographic|Cast-Main Cast,,GoHands,,
21096,Doukyuusei -Classmates-,Doukyuusei,同級生,MOVIE,FINISHED,1,WINTER,2016,81,81,80988,5068,Drama|Music|Romance|Slice of Life,Boys' Love|Coming of Age|LGBTQ+ Themes|Primarily Male Cast|Male Protagonist|School|Primarily Teen Cast|School Club|Cute Boys Doing Cute Things|Urban|Band|Motorcycles,Theme-Romance|Theme-Drama|Theme-Other|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Setting-Scene|Theme-Slice of Life|Setting-Scene|Theme-Arts-Music|Theme-Other-Vehicle,,A-1 Pictures,,
