id,title_english,title_romaji,title_native,format,status,episodes,season,season_year,average_score,mean_score,popularity,favourites,genres,tags,tag_categories,main_studio
16498,Attack on Titan,Shingeki no Kyojin,進撃の巨人,TV,FINISHED,25,SPRING,2013,85,85,992966,78825,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Post-Apocalyptic|Primarily Teen Cast|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Steampunk|Swordplay|Dystopian|Vore|Ensemble Cast|Orphan|Cannibalism|Espionage|Kuudere|Shounen|Coming of Age|Suicide|Survival|Medieval|Time Skip|Amnesia|Rural|Primarily Male Cast|Adoption,Theme-Fantasy|Theme-Drama|Theme-Other-Organisations|Theme-Drama|Setting-Universe|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Theme-Fantasy|Theme-Other|Theme-Other|Theme-Fantasy|Theme-Action|Setting-Time|Sexual Content|Cast-Main Cast|Cast-Traits|Theme-Other|Theme-Action|Cast-Traits|Demographic|Theme-Drama|Theme-Drama|Theme-Other|Setting-Time|Setting-Time|Cast-Traits|Setting-Scene|Cast-Main Cast|Theme-Other,WIT STUDIO
101922,Demon Slayer: Kimetsu no Yaiba,Kimetsu no Yaiba,鬼滅の刃,TV,FINISHED,26,SPRING,2019,83,83,939904,56543,Action|Adventure|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Cast-Traits|Demographic|Theme-Action|Cast-Main Cast|Cast-Traits|Theme-Drama|Cast-Main Cast|Theme-Other|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Other|Technical|Cast-Main Cast|Theme-Fantasy|Setting-Scene|Setting-Time|Technical|Theme-Other|Theme-Fantasy|Theme-Fantasy|Theme-Other|Setting-Time|Theme-Other|Theme-Arts,ufotable
113415,JUJUTSU KAISEN,Jujutsu Kaisen,呪術廻戦,TV,FINISHED,24,FALL,2020,84,84,907495,64495,Action|Drama|Supernatural,Urban Fantasy|Shounen|Curses|Super Power|Youkai|Male Protagonist|Primarily Teen Cast|Exorcism|Dissociative Identities|Demons|Orphan|Urban|Body Horror|Primarily Male Cast|Magic|Martial Arts|Ensemble Cast|Shapeshifting|Gore|Swordplay|Anthropomorphism|School|Boarding School|Rotoscoping|Slapstick|Mythology|Archery|Twins|Tragedy|Surreal Comedy|Baseball,Setting-Universe|Demographic|Theme-Fantasy|Theme-Fantasy|Theme-Fantasy|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Cast-Traits|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Other|Cast-Main Cast|Theme-Fantasy|Theme-Action|Cast-Main Cast|Theme-Fantasy|Theme-Other|Theme-Action|Cast-Traits|Setting-Scene|Setting-Scene|Technical|Theme-Comedy|Theme-Fantasy|Theme-Action|Cast-Traits|Theme-Drama|Theme-Comedy|Theme-Game-Sport,MAPPA
1535,Death Note,DEATH NOTE,DEATH NOTE,TV,FINISHED,37,FALL,2006,84,84,904908,60585,Mystery|Psychological|Supernatural|Thriller,Crime|Detective|Anti-Hero|Fugitive|Male Protagonist|Police|Philosophy|Primarily Adult Cast|Memory Manipulation|Gods|Urban Fantasy|Primarily Male Cast|Urban|Unrequited Love|Shounen|Amnesia|Kuudere|Espionage|Yandere|Tragedy|Suicide|Assassins|Acting|Time Skip|Asexual|Achronological Order,Theme-Other|Cast-Traits|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Other-Organisations|Theme-Other|Cast-Main Cast|Theme-Other|Cast-Traits|Setting-Universe|Cast-Main Cast|Setting-Scene|Theme-Romance|Demographic|Cast-Traits|Cast-Traits|Theme-Action|Cast-Traits|Theme-Drama|Theme-Drama|Theme-Other-Organisations|Theme-Arts|Setting-Time|Cast-Traits|Setting-Time,MADHOUSE
21459,My Hero Academia,Boku no Hero Academia,僕のヒーローアカデミア,TV,FINISHED,13,SPRING,2016,77,77,829565,32395,Action|Adventure|Comedy,Super Power|Superhero|Shounen|Primarily Teen Cast|Male Protagonist|School|Urban Fantasy|Crime|Ensemble Cast|Rescue|Bullying|Primarily Male Cast|Cultivation|Prison,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Cast-Main Cast|Setting-Scene|Setting-Universe|Theme-Other|Cast-Main Cast|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Fantasy|Setting-Scene,bones
11061,Hunter x Hunter (2011),HUNTER×HUNTER (2011),HUNTER×HUNTER (2011),TV,FINISHED,148,FALL,2011,89,89,794978,91487,Action|Adventure|Fantasy,Shounen|Super Power|Male Protagonist|Travel|Tragedy|Ensemble Cast|Martial Arts|Primarily Male Cast|Revenge|Chimera|Philosophy|Anthropomorphism|Primarily Teen Cast|Coming of Age|Criminal Organization|Crime|Virtual World|Urban Fantasy|Environmental|Assassins|Mafia|Anti-Hero|Card Battle|Body Horror|Gangs|Shogi|Gore|Transgender|Animals|Video Games|Board Game|Yandere|Amnesia,Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Other|Theme-Drama|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Drama|Cast-Traits|Theme-Other|Cast-Traits|Cast-Main Cast|Theme-Drama|Theme-Other-Organisations|Theme-Other|Setting-Universe|Setting-Universe|Theme-Other|Theme-Other-Organisations|Theme-Other-Organisations|Cast-Main Cast|Theme-Game-Card & Board Game|Theme-Other|Theme-Other-Organisations|Theme-Game-Card & Board Game|Theme-Other|Cast-Traits|Theme-Other|Theme-Game|Theme-Game|Cast-Traits|Cast-Traits,MADHOUSE
21087,One-Punch Man,One Punch Man,ワンパンマン,TV,FINISHED,12,FALL,2015,83,83,732340,31528,Action|Comedy|Sci-Fi|Supernatural,Superhero|Super Power|Parody|Male Protagonist|Satire|Surreal Comedy|Urban Fantasy|Urban|Cyborg|Primarily Adult Cast|Kaiju|Seinen|Aliens|Cultivation|Anthropomorphism|Primarily Male Cast|Gods|Martial Arts|Demons|Henshin,Theme-Fantasy|Theme-Fantasy|Theme-Comedy|Cast-Main Cast|Theme-Comedy|Theme-Comedy|Setting-Universe|Setting-Scene|Cast-Traits|Cast-Main Cast|Theme-Fantasy|Demographic|Cast-Traits|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Cast-Traits|Theme-Action|Cast-Traits|Theme-Fantasy,MADHOUSE
20605,Tokyo Ghoul,Tokyo Ghoul,東京喰種 トーキョーグール,TV,FINISHED,12,SUMMER,2014,76,76,701714,25207,Action|Drama|Horror|Mystery|Psychological|Supernatural,Gore|Urban Fantasy|Tragedy|Survival|Body Horror|Human Experimentation|Male Protagonist|Torture|Henshin|Seinen|Anti-Hero|Coming of Age|Cannibalism|Urban|Police|Detective|Crime|Primarily Adult Cast|Mythology|Military|Terrorism|College|Heterosexual|Femboy,Theme-Other|Setting-Universe|Theme-Drama|Theme-Other|Theme-Other|Theme-Other|Cast-Main Cast|Theme-Other|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Drama|Theme-Other|Setting-Scene|Theme-Other-Organisations|Cast-Traits|Theme-Other|Cast-Main Cast|Theme-Fantasy|Theme-Other-Organisations|Theme-Other|Setting-Scene|Theme-Romance|Cast-Traits,Studio Pierrot
21,ONE PIECE,ONE PIECE,ONE PIECE,TV,RELEASING,,FALL,1999,87,87,697881,102166,Action|Adventure|Comedy|Drama|Fantasy,Pirates|Travel|Shounen|Ensemble Cast|Super Power|Found Family|Male Protagonist|Conspiracy|Ships|Tragedy|Slapstick|Politics|Time Skip|Slavery|War|Dystopian|Fugitive|Gods|Crime|Lost Civilization|Swordplay|Monster Boy|Henshin|Philosophy|Anthropomorphism|Shapeshifting|Cyborg|Food|Primarily Adult Cast|Animals|Anti-Hero|Skeleton|Medicine|Samurai|Prison|Anachronism|Guns|Robots|Desert|Post-Apocalyptic|Espionage|Indigenous Cultures|Dragons|Marriage|Artificial Intelligence|Kuudere|Drugs|Asexual|Monster Girl|Fairy|Revenge|Nudity|Assassins|Battle Royale|Adoption|Demons|Mermaid|Ninja|Time Manipulation|Aromantic|Kabuki|Dinosaurs|Musical Theater|Arranged Marriage|Gender Bending|Clone|Angels|Zombie|Trains|Unrequited Love|Blackmail,Cast-Traits|Theme-Other|Demographic|Cast-Main Cast|Theme-Fantasy|Theme-Other|Cast-Main Cast|Theme-Drama|Theme-Other-Vehicle|Theme-Drama|Theme-Comedy|Theme-Other|Setting-Time|Theme-Other|Theme-Other|Setting-Time|Theme-Action|Cast-Traits|Theme-Other|Theme-Other|Theme-Action|Cast-Traits|Theme-Fantasy|Theme-Other|Cast-Traits|Theme-Fantasy|Cast-Traits|Theme-Arts|Cast-Main Cast|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Other|Cast-Traits|Setting-Scene|Setting-Time|Theme-Action|Cast-Traits|Setting-Scene|Setting-Universe|Theme-Action|Theme-Other|Cast-Traits|Theme-Other|Cast-Traits|Cast-Traits|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Other-Organisations|Theme-Action|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Sci-Fi|Cast-Traits|Theme-Arts|Cast-Traits|Theme-Arts-Music|Cast-Traits|Theme-Other|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other-Vehicle|Theme-Romance|Theme-Other,Toei Animation
20958,Attack on Titan Season 2,Shingeki no Kyojin Season 2,進撃の巨人 Season２,TV,FINISHED,12,SPRING,2017,85,85,695990,20282,Action|Drama|Fantasy|Mystery,Survival|Post-Apocalyptic|Shapeshifting|Tragedy|Espionage|Military|Kaiju|Dystopian|Primarily Teen Cast|Gore|Revenge|Politics|Henshin|Medieval|Anti-Hero|Ensemble Cast|Super Power|Shounen|Male Protagonist|Cult|Dissociative Identities|Coming of Age|Steampunk|Cannibalism|Kuudere|Primarily Male Cast|Yuri|CGI|Swordplay|Primarily Adult Cast|Unrequited Love|Matriarchy|Rural,Theme-Other|Setting-Universe|Theme-Fantasy|Theme-Drama|Theme-Action|Theme-Other-Organisations|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Other|Theme-Fantasy|Setting-Time|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Demographic|Cast-Main Cast|Theme-Other-Organisations|Cast-Traits|Theme-Drama|Theme-Fantasy|Theme-Other|Cast-Traits|Cast-Main Cast|Theme-Romance|Technical|Theme-Action|Cast-Main Cast|Theme-Romance|Setting|Setting-Scene,WIT STUDIO
5114,Fullmetal Alchemist: Brotherhood,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,FINISHED,64,SPRING,2009,90,90,688590,67665,Action|Adventure|Drama|Fantasy,Alchemy|Conspiracy|Military|War|Tragedy|Shounen|Politics|Male Protagonist|Philosophy|Ensemble Cast|Coming of Age|Fugitive|Super Power|Foreign|Gods|Steampunk|Cyborg|Revenge|Disability|Necromancy|Lost Civilization|Travel|Anachronism|Religion|Chimera|Dissociative Identities|Primarily Male Cast|Gore|Orphan|Body Horror|Slapstick|Urban Fantasy|Kuudere|Tomboy|Shapeshifting|Guns|Demons|Chibi|Swordplay|Adoption|Trains|Cannibalism|Heterosexual|Desert|Tanned Skin|Vore|Tsundere|Crossdressing|Snowscape,Theme-Fantasy|Theme-Drama|Theme-Other-Organisations|Theme-Other|Theme-Drama|Demographic|Theme-Other|Cast-Main Cast|Theme-Other|Cast-Main Cast|Theme-Drama|Theme-Action|Theme-Fantasy|Setting-Scene|Cast-Traits|Theme-Fantasy|Cast-Traits|Theme-Drama|Cast-Traits|Theme-Fantasy|Theme-Other|Theme-Other|Setting-Time|Theme-Other|Cast-Traits|Cast-Traits|Cast-Main Cast|Theme-Other|Cast-Traits|Theme-Other|Theme-Comedy|Setting-Universe|Cast-Traits|Cast-Traits|Theme-Fantasy|Theme-Action|Cast-Traits|Theme-Other|Theme-Action|Theme-Other|Theme-Other-Vehicle|Theme-Other|Theme-Romance|Setting-Scene|Cast-Traits|Sexual Content|Cast-Traits|Cast-Traits|Setting-Scene,bones
20,Naruto,NARUTO,NARUTO -ナルト-,TV,FINISHED,220,FALL,2002,80,80,684540,39508,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Coming of Age|Male Protagonist|Orphan|Super Power|Martial Arts|Revenge|Necromancy|Criminal Organization|Found Family|Primarily Child Cast|Shapeshifting|Ensemble Cast|Battle Royale|Philosophy|Bullying|Kaiju|Slapstick|Primarily Teen Cast|Achronological Order|Anachronism|Heterosexual|Unrequited Love|Travel|Estranged Family|Death Game|Gender Bending|School|Assassins|Love Triangle|Anthropomorphism|Gambling,Cast-Traits|Demographic|Theme-Drama|Cast-Main Cast|Cast-Traits|Theme-Fantasy|Theme-Action|Theme-Drama|Theme-Fantasy|Theme-Other-Organisations|Theme-Other|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Action|Theme-Other|Theme-Drama|Theme-Fantasy|Theme-Comedy|Cast-Main Cast|Setting-Time|Setting-Time|Theme-Romance|Theme-Romance|Theme-Other|Cast-Main Cast|Theme-Other|Theme-Other|Setting-Scene|Theme-Other-Organisations|Theme-Romance|Cast-Traits|Theme-Other,Studio Pierrot
11757,Sword Art Online,Sword Art Online,ソードアート・オンライン,TV,FINISHED,25,SUMMER,2012,70,70,681860,24937,Action|Adventure|Fantasy|Romance,Virtual World|Death Game|Video Games|Male Protagonist|Swordplay|Primarily Teen Cast|Heterosexual|Isekai|Urban Fantasy|Primarily Female Cast|Rescue|Unrequited Love|Female Harem|Artificial Intelligence|Fairy|Found Family|Prison|Time Skip|Travel|Tragedy|Rape|Fishing|Amnesia|Medieval|Inseki,Setting-Universe|Theme-Other|Theme-Game|Cast-Main Cast|Theme-Action|Cast-Main Cast|Theme-Romance|Theme-Fantasy|Setting-Universe|Cast-Main Cast|Theme-Other|Theme-Romance|Theme-Romance|Cast-Traits|Cast-Traits|Theme-Other|Setting-Scene|Setting-Time|Theme-Other|Theme-Drama|Sexual Content|Theme-Game-Sport|Cast-Traits|Setting-Time|Sexual Content,A-1 Pictures
21519,Your Name.,Kimi no Na wa.,君の名は。,MOVIE,FINISHED,1,SUMMER,2016,86,86,674643,43532,Drama|Romance|Supernatural,Body Swapping|Time Manipulation|Urban Fantasy|Coming of Age|Memory Manipulation|Environmental|Tragedy|Urban|Rural|Gender Bending|Heterosexual|Primarily Teen Cast|Mythology|Male Protagonist|Time Skip|Alternate Universe|Trains|Shrine Maiden|School|Female Protagonist,Theme-Fantasy|Theme-Sci-Fi|Setting-Universe|Theme-Drama|Theme-Other|Theme-Other|Theme-Drama|Setting-Scene|Setting-Scene|Theme-Other|Theme-Romance|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Setting-Time|Setting-Universe|Theme-Other-Vehicle|Cast-Traits|Setting-Scene|Cast-Main Cast,CoMix Wave
20954,A Silent Voice,Koe no Katachi,聲の形,MOVIE,FINISHED,1,SUMMER,2016,88,88,670981,56131,Drama|Romance|Slice of Life,Disability|Bullying|Rehabilitation|Language Barrier|Coming of Age|Suicide|Male Protagonist|Tragedy|Primarily Teen Cast|School|Time Skip|POV|Heterosexual|Female Protagonist|Urban|Shounen|Unrequited Love|Philosophy,Cast-Traits|Theme-Drama|Theme-Drama|Theme-Other|Theme-Drama|Theme-Drama|Cast-Main Cast|Theme-Drama|Cast-Main Cast|Setting-Scene|Setting-Time|Technical|Theme-Romance|Cast-Main Cast|Setting-Scene|Demographic|Theme-Romance|Theme-Other,Kyoto Animation
99147,Attack on Titan Season 3,Shingeki no Kyojin Season 3,進撃の巨人 Season３,TV,FINISHED,12,SUMMER,2018,86,86,650745,20335,Action|Drama|Fantasy|Mystery,Conspiracy|Military|Tragedy|Shapeshifting|Politics|Memory Manipulation|Dystopian|Fugitive|Male Protagonist|Revenge|Henshin|Medieval|Super Power|Crime|Kaiju|Gore|Survival|Shounen|Guns|Ensemble Cast|Matriarchy|Anti-Hero|Primarily Male Cast|Yandere|CGI|Steampunk|Torture|Swordplay|Primarily Adult Cast|Kuudere|Crossdressing,Theme-Drama|Theme-Other-Organisations|Theme-Drama|Theme-Fantasy|Theme-Other|Theme-Other|Setting-Time|Theme-Action|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Theme-Fantasy|Theme-Other|Theme-Fantasy|Theme-Other|Theme-Other|Demographic|Theme-Action|Cast-Main Cast|Setting|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Technical|Theme-Fantasy|Theme-Other|Theme-Action|Cast-Main Cast|Cast-Traits|Cast-Traits,WIT STUDIO
21856,My Hero Academia Season 2,Boku no Hero Academia 2,僕のヒーローアカデミア２,TV,FINISHED,25,SPRING,2017,80,80,626561,12819,Action|Adventure|Comedy,Super Power|Superhero|Shounen|Primarily Teen Cast|School|Male Protagonist|Ensemble Cast|Urban Fantasy|Cultivation|Revenge|Primarily Male Cast|Bar|Bisexual,Theme-Fantasy|Theme-Fantasy|Demographic|Cast-Main Cast|Setting-Scene|Cast-Main Cast|Cast-Main Cast|Setting-Universe|Theme-Fantasy|Theme-Drama|Cast-Main Cast|Setting-Scene|Cast-Traits,bones
110277,Attack on Titan Final Season,Shingeki no Kyojin: The Final Season,進撃の巨人 The Final Season,TV,FINISHED,16,WINTER,2021,87,87,608275,28821,Action|Drama|Fantasy|Mystery,War|Tragedy|Military|Kaiju|Anti-Hero|Revenge|Politics|Dystopian|Survival|Time Skip|Ensemble Cast|Shapeshifting|Male Protagonist|Super Power|Primarily Male Cast|Shounen|Steampunk|Henshin|Coastal|Swordplay|Primarily Adult Cast|Conspiracy|Terrorism|Espionage|Gore|Philosophy|CGI|Body Horror|Foreign|Guns|Memory Manipulation|Matriarchy|Rotoscoping|Dissociative Identities|Rural|Kuudere,Theme-Other|Theme-Drama|Theme-Other-Organisations|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Theme-Other|Setting-Time|Theme-Other|Setting-Time|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Demographic|Theme-Fantasy|Theme-Fantasy|Setting-Scene|Theme-Action|Cast-Main Cast|Theme-Drama|Theme-Other|Theme-Action|Theme-Other|Theme-Other|Technical|Theme-Other|Setting-Scene|Theme-Action|Theme-Other|Setting|Technical|Cast-Traits|Setting-Scene|Cast-Traits,MAPPA
101759,The Promised Neverland,Yakusoku no Neverland,約束のネバーランド,TV,FINISHED,12,WINTER,2019,84,84,606604,25628,Drama|Fantasy|Horror|Mystery|Psychological|Thriller,Dystopian|Survival|Primarily Child Cast|Orphan|Tragedy|Found Family|Prison|Demons|Coming of Age|Female Protagonist|Gore|Ensemble Cast|Shounen|Tanned Skin|Male Protagonist,Setting-Time|Theme-Other|Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Other|Setting-Scene|Cast-Traits|Theme-Drama|Cast-Main Cast|Theme-Other|Cast-Main Cast|Demographic|Cast-Traits|Cast-Main Cast,CloverWorks
20755,Assassination Classroom,Ansatsu Kyoushitsu,暗殺教室,TV,FINISHED,22,WINTER,2015,79,79,597483,21383,Action|Comedy|Drama|Supernatural,Assassins|School|Teacher|Primarily Teen Cast|Shounen|Ensemble Cast|Aliens|Tentacles|Anti-Hero|Super Power|Guns|Episodic|Male Protagonist|Crime|Bullying|Found Family|Femboy|Artificial Intelligence|Baseball|School Club|Tragedy|Suicide,Theme-Other-Organisations|Setting-Scene|Cast-Traits|Cast-Main Cast|Demographic|Cast-Main Cast|Cast-Traits|Sexual Content|Cast-Main Cast|Theme-Fantasy|Theme-Action|Technical|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Other|Cast-Traits|Cast-Traits|Theme-Game-Sport|Setting-Scene|Theme-Drama|Theme-Drama,Lerche
21507,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,FINISHED,12,SUMMER,2016,84,84,591864,34404,Action|Comedy|Drama|Psychological|Slice of Life|Supernatural,Super Power|Coming of Age|Urban Fantasy|Philosophy|Ghost|Primarily Teen Cast|Male Protagonist|Satire|Parody|Urban|Surreal Comedy|Shounen|Exorcism|Disability|Primarily Male Cast|Conspiracy|School|Slapstick|Demons|Delinquents|School Club|Bullying|Fitness|Gangs|Cult|Family Life|Dissociative Identities|Unrequited Love|Curses,Theme-Fantasy|Theme-Drama|Setting-Universe|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Main Cast|Theme-Comedy|Theme-Comedy|Setting-Scene|Theme-Comedy|Demographic|Theme-Fantasy|Cast-Traits|Cast-Main Cast|Theme-Drama|Setting-Scene|Theme-Comedy|Cast-Traits|Cast-Traits|Setting-Scene|Theme-Drama|Theme-Game-Sport|Theme-Other-Organisations|Theme-Other-Organisations|Theme-Slice of Life|Cast-Traits|Theme-Romance|Theme-Fantasy,bones
20665,Your lie in April,Shigatsu wa Kimi no Uso,四月は君の嘘,TV,FINISHED,22,FALL,2014,84,84,581228,34584,Drama|Music|Romance|Slice of Life,Classical Music|Tragedy|Primarily Teen Cast|Disability|Coming of Age|Love Triangle|Rehabilitation|Male Protagonist|Female Protagonist|Shounen|Heterosexual|Tsundere|Philosophy|School|Unrequited Love|Slapstick|Tomboy|Ancient China|CGI,Theme-Arts-Music|Theme-Drama|Cast-Main Cast|Cast-Traits|Theme-Drama|Theme-Romance|Theme-Drama|Cast-Main Cast|Cast-Main Cast|Demographic|Theme-Romance|Cast-Traits|Theme-Other|Setting-Scene|Theme-Romance|Theme-Comedy|Cast-Traits|Setting-Time|Technical,A-1 Pictures
127230,Chainsaw Man,Chainsaw Man,チェンソーマン,TV,FINISHED,12,FALL,2022,83,83,580399,32446,Action|Drama|Horror|Supernatural,Demons|Monster Boy|Urban Fantasy|Male Protagonist|Gore|Tragedy|Shapeshifting|Body Horror|Anti-Hero|Psychosexual|Urban|Henshin|Shounen|Coming of Age|Monster Girl|Primarily Adult Cast|Anthropomorphism|Heterosexual|Yakuza|Guns|Found Family|Assassins|Crime|CGI|Age Gap|Cannibalism|Homeless|Police|Revenge|Amnesia|POV|Nudity|Zombie|Angels,Cast-Traits|Cast-Traits|Setting-Universe|Cast-Main Cast|Theme-Other|Theme-Drama|Theme-Fantasy|Theme-Other|Cast-Main Cast|Theme-Other|Setting-Scene|Theme-Fantasy|Demographic|Theme-Drama|Cast-Traits|Cast-Main Cast|Cast-Traits|Theme-Romance|Theme-Other-Organisations|Theme-Action|Theme-Other|Theme-Other-Organisations|Theme-Other|Technical|Theme-Romance|Theme-Other|Cast-Traits|Theme-Other-Organisations|Theme-Drama|Cast-Traits|Technical|Cast-Traits|Cast-Traits|Cast-Traits,MAPPA
104578,Attack on Titan Season 3 Part 2,Shingeki no Kyojin Season 3 Part 2,進撃の巨人 Season３ Part.2,TV,FINISHED,10,SPRING,2019,90,90,579291,30197,Action|Drama|Fantasy|Mystery,Dystopian|Military|Conspiracy|Tragedy|Survival|Memory Manipulation|Shapeshifting|Super Power|War|Shounen|Espionage|Ensemble Cast|Revenge|Henshin|Medieval|Male Protagonist|Gore|Primarily Adult Cast|Anti-Hero|Steampunk|Primarily Male Cast|Swordplay|CGI|Dissociative Identities|Drugs|Kuudere|Kaiju|Matriarchy,Setting-Time|Theme-Other-Organisations|Theme-Drama|Theme-Drama|Theme-Other|Theme-Other|Theme-Fantasy|Theme-Fantasy|Theme-Other|Demographic|Theme-Action|Cast-Main Cast|Theme-Drama|Theme-Fantasy|Setting-Time|Cast-Main Cast|Theme-Other|Cast-Main Cast|Cast-Main Cast|Theme-Fantasy|Cast-Main Cast|Theme-Action|Technical|Cast-Traits|Theme-Other|Cast-Traits|Theme-Fantasy|Setting,WIT STUDIO
21355,Re:ZERO -Starting Life in Another World-,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ゼロから始める異世界生活,TV,FINISHED,25,SPRING,2016,81,81,578307,33669,Action|Adventure|Drama|Fantasy|Psychological|Romance|Thriller,Time Manipulation|Isekai|Time Loop|Tragedy|Male Protagonist|Alternate Universe|Medieval|Curses|Witch|Magic|Cohabitation|Cult|Gore|Body Horror|Heterosexual|Love Triangle|Unrequited Love|Maids|Politics|Elf|Primarily Female Cast|Twins|Demons|Femboy|Kemonomimi|Travel|Butler|Coming of Age|Assassins|Body Swapping|Kuudere|Crossdressing|CGI|Tomboy|Dragons|Nekomimi,Theme-Sci-Fi|Theme-Fantasy|Theme-Sci-Fi|Theme-Drama|Cast-Main Cast|Setting-Universe|Setting-Time|Theme-Fantasy|Cast-Traits|Theme-Fantasy|Theme-Romance|Theme-Other-Organisations|Theme-Other|Theme-Other|Theme-Romance|Theme-Romance|Theme-Romance|Cast-Traits|Theme-Other|Cast-Traits|Cast-Main Cast|Cast-Traits|Cast-Traits|Cast-Traits|Cast-Traits|Theme-Other|Cast-Traits|Theme-Drama|Theme-Other-Organisations|Theme-Fantasy|Cast-Traits|Cast-Traits|Technical|Cast-Traits|Cast-Traits|Cast-Traits,WHITE FOX
1735,Naruto: Shippuden,NARUTO: Shippuuden,NARUTO -ナルト- 疾風伝,TV,FINISHED,500,WINTER,2007,82,82,576759,44928,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Super Power|Male Protagonist|Tragedy|Revenge|Orphan|War|Coming of Age|Martial Arts|Criminal Organization|Conspiracy|Philosophy|Cultivation|Ensemble Cast|Fugitive|Time Skip|Politics|Necromancy|Gods|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Terrorism|Travel|Kaiju|Aliens|Unrequited Love|Shapeshifting|Gender Bending|Slapstick|Estranged Family,Cast-Traits|Demographic|Theme-Fantasy|Cast-Main Cast|Theme-Drama|Theme-Drama|Cast-Traits|Theme-Other|Theme-Drama|Theme-Action|Theme-Other-Organisations|Theme-Drama|Theme-Other|Theme-Fantasy|Cast-Main Cast|Theme-Action|Setting-Time|Theme-Other|Theme-Fantasy|Cast-Traits|Theme-Other-Organisations|Setting-Time|Theme-Action|Cast-Main Cast|Setting-Time|Theme-Other|Theme-Other|Theme-Fantasy|Cast-Traits|Theme-Romance|Theme-Fantasy|Theme-Other|Theme-Comedy|Cast-Main Cast,Studio Pierrot
21234,ERASED,Boku dake ga Inai Machi,僕だけがいない街,TV,FINISHED,12,WINTER,2016,81,81,576490,25859,Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI,Cast-Traits|Theme-Sci-Fi|Theme-Other|Setting-Universe|Theme-Drama|Setting-Time|Cast-Main Cast|Cast-Main Cast|Cast-Traits|Setting-Scene|Cast-Main Cast|Theme-Fantasy|Demographic|Theme-Action|Setting-Scene|Theme-Drama|Cast-Traits|Setting-Scene|Cast-Traits|Theme-Drama|Theme-Romance|Theme-Drama|Cast-Traits|Technical,A-1 Pictures
